Cidade,Transportadora,UF,Prazo,Capital/Interior
ICARAI DE MINAS,RODONAVES,MG,20,INTERIOR
INDAIABIRA,RODONAVES,MG,24,INTERIOR
ITACAMBIRA,RODONAVES,MG,24,INTERIOR
JOSENOPOLIS,RODONAVES,MG,20,INTERIOR
JURAMENTO,RODONAVES,MG,24,INTERIOR
JUVENILIA,RODONAVES,MG,20,INTERIOR
MANGA,RODONAVES,MG,22,INTERIOR
MATIAS CARDOSO,RODONAVES,MG,21,INTERIOR
MIRAVANIA,RODONAVES,MG,20,INTERIOR
MONTALVANIA,RODONAVES,MG,20,INTERIOR
MONTEZUMA,RODONAVES,MG,20,INTERIOR
NINHEIRA,RODONAVES,MG,20,INTERIOR
NOVORIZONTE,RODONAVES,MG,20,INTERIOR
OLHOS D'AGUA,RODONAVES,MG,22,INTERIOR
PADRE CARVALHO,RODONAVES,MG,20,INTERIOR
PAI PEDRO,RODONAVES,MG,20,INTERIOR
PATIS,RODONAVES,MG,24,INTERIOR
PINTOPOLIS,RODONAVES,MG,20,INTERIOR
RIACHO DOS MACHADOS,RODONAVES,MG,20,INTERIOR
RUBELITA,RODONAVES,MG,20,INTERIOR
SANTA CRUZ DE SALINAS,RODONAVES,MG,20,INTERIOR
SANTO ANTONIO DO RETIRO,RODONAVES,MG,20,INTERIOR
SAO JOAO DA PONTE,RODONAVES,MG,20,INTERIOR
SAO JOAO DAS MISSOES,RODONAVES,MG,20,INTERIOR
SAO JOAO DO PACUI,RODONAVES,MG,24,INTERIOR
SAO ROMAO,RODONAVES,MG,20,INTERIOR
SERRANOPOLIS DE MINAS,RODONAVES,MG,20,INTERIOR
UBAI,RODONAVES,MG,20,INTERIOR
VARGEM GRANDE DO RIO PARDO,RODONAVES,MG,18,INTERIOR
VARZELANDIA,RODONAVES,MG,20,INTERIOR
ALUMINIO,RODONAVES,SP,7,INTERIOR
ARACOIABA DA SERRA,RODONAVES,SP,8,INTERIOR
CAPELA DO ALTO,RODONAVES,SP,8,INTERIOR
IBIUNA,RODONAVES,SP,6,INTERIOR
MAIRINQUE,RODONAVES,SP,6,INTERIOR
PARURU,RODONAVES,SP,10,INTERIOR
PIEDADE,RODONAVES,SP,6,INTERIOR
SALTO DE PIRAPORA,RODONAVES,SP,6,INTERIOR
SAO ROQUE,RODONAVES,SP,6,INTERIOR
SOROCABA,RODONAVES,SP,6,INTERIOR
TAPIRAI,RODONAVES,SP,10,INTERIOR
VOTORANTIM,RODONAVES,SP,6,INTERIOR
BARAO DE ANTONINA,RODONAVES,SP,11,INTERIOR
CORONEL MACEDO,RODONAVES,SP,11,INTERIOR
ITAPORANGA,RODONAVES,SP,8,INTERIOR
RIVERSUL,RODONAVES,SP,11,INTERIOR
TAQUARITUBA,RODONAVES,SP,7,INTERIOR
BRASILANDIA,RODONAVES,MS,11,INTERIOR
TRES LAGOAS,RODONAVES,MS,7,INTERIOR
ELOI MENDES,RODONAVES,MG,7,INTERIOR
PARAGUACU,RODONAVES,MG,7,INTERIOR
TRES PONTAS,RODONAVES,MG,7,INTERIOR
CURIUVA,RODONAVES,PR,9,INTERIOR
FIGUEIRA,RODONAVES,PR,9,INTERIOR
IMBAU,RODONAVES,PR,9,INTERIOR
ORTIGUEIRA,RODONAVES,PR,9,INTERIOR
RESERVA,RODONAVES,PR,9,INTERIOR
SAPOPEMA,RODONAVES,PR,9,INTERIOR
TELEMACO BORBA,RODONAVES,PR,7,INTERIOR
TIBAGI,RODONAVES,PR,9,INTERIOR
VENTANIA,RODONAVES,PR,9,INTERIOR
ENTRE RIOS DO OESTE,RODONAVES,PR,11,INTERIOR
MARECHAL CANDIDO RONDON,RODONAVES,PR,8,INTERIOR
MARIPA,RODONAVES,PR,9,INTERIOR
MERCEDES,RODONAVES,PR,11,INTERIOR
NOVA SANTA ROSA,RODONAVES,PR,9,INTERIOR
NOVO SARANDI,RODONAVES,PR,11,INTERIOR
OURO VERDE DO OESTE,RODONAVES,PR,11,INTERIOR
PALOTINA,RODONAVES,PR,8,INTERIOR
PATO BRAGADO,RODONAVES,PR,11,INTERIOR
QUATRO PONTES,RODONAVES,PR,9,INTERIOR
SAO JOSE DAS PALMEIRAS,RODONAVES,PR,11,INTERIOR
SAO PEDRO DO IGUACU,RODONAVES,PR,11,INTERIOR
TOLEDO,RODONAVES,PR,8,INTERIOR
TRES CORACOES,RODONAVES,MG,7,INTERIOR
ARMAZEM,RODONAVES,SC,11,INTERIOR
BRACO DO NORTE,RODONAVES,SC,7,INTERIOR
CAPIVARI DE BAIXO,RODONAVES,SC,7,INTERIOR
GAROPABA,RODONAVES,SC,8,INTERIOR
GRAO PARA,RODONAVES,SC,11,INTERIOR
GRAVATAL,RODONAVES,SC,7,INTERIOR
IMARUI,RODONAVES,SC,12,INTERIOR
IMBITUBA,RODONAVES,SC,8,INTERIOR
JAGUARUNA,RODONAVES,SC,9,INTERIOR
LAGUNA,RODONAVES,SC,9,INTERIOR
LAURO MULLER,RODONAVES,SC,11,INTERIOR
ORLEANS,RODONAVES,SC,8,INTERIOR
PAULO LOPES,RODONAVES,SC,12,INTERIOR
PEDRAS GRANDES,RODONAVES,SC,11,INTERIOR
PESCARIA BRAVA,RODONAVES,SC,9,INTERIOR
RIO FORTUNA,RODONAVES,SC,12,INTERIOR
SANGAO,RODONAVES,SC,9,INTERIOR
SANTA ROSA DE LIMA,RODONAVES,SC,12,INTERIOR
SAO LUDGERO,RODONAVES,SC,8,INTERIOR
SAO MARTINHO,RODONAVES,SC,12,INTERIOR
TREZE DE MAIO,RODONAVES,SC,12,INTERIOR
TUBARAO,RODONAVES,SC,7,INTERIOR
ARCO-IRIS,RODONAVES,SP,12,INTERIOR
BASTOS,RODONAVES,SP,6,INTERIOR
BORA,RODONAVES,SP,11,INTERIOR
HERCULANDIA,RODONAVES,SP,11,INTERIOR
IACRI,RODONAVES,SP,7,INTERIOR
JULIANIA,RODONAVES,SP,9,INTERIOR
PARNASO,RODONAVES,SP,11,INTERIOR
QUEIROZ,RODONAVES,SP,11,INTERIOR
RINOPOLIS,RODONAVES,SP,8,INTERIOR
TUPA,RODONAVES,SP,6,INTERIOR
UNIVERSO,RODONAVES,SP,11,INTERIOR
VARPA,RODONAVES,SP,11,INTERIOR
ASTOLFO DUTRA,RODONAVES,MG,11,INTERIOR
DONA EUZEBIA,RODONAVES,MG,11,INTERIOR
GUARANI,RODONAVES,MG,11,INTERIOR
GUIDOVAL,RODONAVES,MG,11,INTERIOR
GUIRICEMA,RODONAVES,MG,11,INTERIOR
MERCES,RODONAVES,MG,11,INTERIOR
PIRAUBA,RODONAVES,MG,11,INTERIOR
RIO POMBA,RODONAVES,MG,9,INTERIOR
RODEIRO,RODONAVES,MG,11,INTERIOR
SAO GERALDO,RODONAVES,MG,18,INTERIOR
SAO SEBASTIAO DA VARGEM ALEGRE,RODONAVES,MG,17,INTERIOR
SILVEIRANIA,RODONAVES,MG,17,INTERIOR
TABULEIRO,RODONAVES,MG,17,INTERIOR
TOCANTINS,RODONAVES,MG,9,INTERIOR
UBA,RODONAVES,MG,7,INTERIOR
VISCONDE DO RIO BRANCO,RODONAVES,MG,9,INTERIOR
AGUA COMPRIDA,RODONAVES,MG,11,INTERIOR
CONQUISTA,RODONAVES,MG,11,INTERIOR
DELTA,RODONAVES,MG,8,INTERIOR
NOVA PONTE,RODONAVES,MG,7,INTERIOR
PEDRINOPOLIS,RODONAVES,MG,11,INTERIOR
SANTA JULIANA,RODONAVES,MG,7,INTERIOR
UBERABA,RODONAVES,MG,6,INTERIOR
VERISSIMO,RODONAVES,MG,11,INTERIOR
ARAGUARI,RODONAVES,MG,7,INTERIOR
CASCALHO RICO,RODONAVES,MG,11,INTERIOR
ESTRELA DO SUL,RODONAVES,MG,11,INTERIOR
INDIANOPOLIS,RODONAVES,MG,11,INTERIOR
UBERLANDIA,RODONAVES,MG,7,INTERIOR
ALTO PARAISO,RODONAVES,PR,11,INTERIOR
ALTO PIQUIRI,RODONAVES,PR,11,INTERIOR
ALTONIA,RODONAVES,PR,8,INTERIOR
BRASILANDIA DO SUL,RODONAVES,PR,11,INTERIOR
CAFEZAL DO SUL,RODONAVES,PR,9,INTERIOR
CRUZEIRO DO OESTE,RODONAVES,PR,9,INTERIOR
DOURADINA,RODONAVES,PR,9,INTERIOR
ESPERANCA NOVA,RODONAVES,PR,9,INTERIOR
FRANCISCO ALVES,RODONAVES,PR,8,INTERIOR
GUAIPORA,RODONAVES,PR,8,INTERIOR
GUAIRA,RODONAVES,PR,9,INTERIOR
ICARAIMA,RODONAVES,PR,11,INTERIOR
IPORA,RODONAVES,PR,8,INTERIOR
IVATE,RODONAVES,PR,9,INTERIOR
MARIA HELENA,RODONAVES,PR,11,INTERIOR
NOVA OLIMPIA,RODONAVES,PR,11,INTERIOR
PEROBAL,RODONAVES,PR,9,INTERIOR
PEROLA,RODONAVES,PR,8,INTERIOR
SAO JORGE DO PATROCINIO,RODONAVES,PR,9,INTERIOR
SERRA DOS DOURADOS,RODONAVES,PR,9,INTERIOR
TERRA ROXA,RODONAVES,PR,8,INTERIOR
UMUARAMA,RODONAVES,PR,7,INTERIOR
XAMBRE,RODONAVES,PR,8,INTERIOR
BARRA DO QUARAI,RODONAVES,RS,10,INTERIOR
ITAQUI,RODONAVES,RS,10,INTERIOR
URUGUAIANA,RODONAVES,RS,10,INTERIOR
BITURUNA,RODONAVES,PR,11,INTERIOR
CRUZ MACHADO,RODONAVES,PR,11,INTERIOR
GENERAL CARNEIRO,RODONAVES,PR,11,INTERIOR
IRINEOPOLIS,RODONAVES,SC,11,INTERIOR
MALLET,RODONAVES,PR,11,INTERIOR
PAULA FREITAS,RODONAVES,PR,11,INTERIOR
PAULO FRONTIN,RODONAVES,PR,11,INTERIOR
PORTO UNIAO,RODONAVES,SC,7,INTERIOR
PORTO VITORIA,RODONAVES,PR,11,INTERIOR
RIO AZUL,RODONAVES,PR,11,INTERIOR
SAO CRISTOVAO,RODONAVES,PR,7,INTERIOR
UNIAO DA VITORIA,RODONAVES,PR,7,INTERIOR
BOM JESUS,RODONAVES,RS,9,INTERIOR
CAMPESTRE DA SERRA,RODONAVES,RS,9,INTERIOR
ESMERALDA,RODONAVES,RS,9,INTERIOR
JAQUIRANA,RODONAVES,RS,9,INTERIOR
MONTE ALEGRE DOS CAMPOS,RODONAVES,RS,9,INTERIOR
MUITOS CAPOES,RODONAVES,RS,9,INTERIOR
PINHAL DA SERRA,RODONAVES,RS,9,INTERIOR
SAO JOSE DOS AUSENTES,RODONAVES,RS,9,INTERIOR
VACARIA,RODONAVES,RS,8,INTERIOR
CAMBUQUIRA,RODONAVES,MG,9,INTERIOR
CAMPANHA,RODONAVES,MG,8,INTERIOR
JESUANIA,RODONAVES,MG,9,INTERIOR
LAMBARI,RODONAVES,MG,9,INTERIOR
MONSENHOR PAULO,RODONAVES,MG,11,INTERIOR
OLIMPIO NORONHA,RODONAVES,MG,21,INTERIOR
SAO GONCALO DO SAPUCAI,RODONAVES,MG,8,INTERIOR
VARGINHA,RODONAVES,MG,7,INTERIOR
ACAIACA,RODONAVES,MG,17,INTERIOR
ALVINOPOLIS,RODONAVES,MG,17,INTERIOR
AMPARO DA SERRA,RODONAVES,MG,17,INTERIOR
ARAPONGA,RODONAVES,MG,17,INTERIOR
BARRA LONGA,RODONAVES,MG,17,INTERIOR
BRAS PIRES,RODONAVES,MG,17,INTERIOR
CAJURI,RODONAVES,MG,17,INTERIOR
CANAA,RODONAVES,MG,17,INTERIOR
COIMBRA,RODONAVES,MG,9,INTERIOR
DIOGO DE VASCONCELOS,RODONAVES,MG,17,INTERIOR
DIVINESIA,RODONAVES,MG,17,INTERIOR
DOM SILVERIO,RODONAVES,MG,17,INTERIOR
DORES DO TURVO,RODONAVES,MG,17,INTERIOR
ERVALIA,RODONAVES,MG,9,INTERIOR
GUARACIABA,RODONAVES,MG,17,INTERIOR
JEQUERI,RODONAVES,MG,22,INTERIOR
ORATORIOS,RODONAVES,MG,17,INTERIOR
PAULA CANDIDO,RODONAVES,MG,17,INTERIOR
PEDRA DO ANTA,RODONAVES,MG,17,INTERIOR
PIRANGA,RODONAVES,MG,17,INTERIOR
PONTE NOVA,RODONAVES,MG,7,INTERIOR
PORTO FIRME,RODONAVES,MG,17,INTERIOR
PRESIDENTE BERNARDES,RODONAVES,MG,17,INTERIOR
RIO DOCE,RODONAVES,MG,17,INTERIOR
SANTA CRUZ DO ESCALVADO,RODONAVES,MG,17,INTERIOR
SAO MIGUEL DO ANTA,RODONAVES,MG,17,INTERIOR
SEM PEIXE,RODONAVES,MG,17,INTERIOR
SENADOR FIRMINO,RODONAVES,MG,17,INTERIOR
TEIXEIRAS,RODONAVES,MG,9,INTERIOR
VICOSA,RODONAVES,MG,8,INTERIOR
ALVARES FLORENCE,RODONAVES,SP,11,INTERIOR
AMERICO DE CAMPOS,RODONAVES,SP,11,INTERIOR
CARDOSO,RODONAVES,SP,11,INTERIOR
COSMORAMA,RODONAVES,SP,9,INTERIOR
FLOREAL,RODONAVES,SP,8,INTERIOR
GASTAO VIDIGAL,RODONAVES,SP,11,INTERIOR
GENERAL SALGADO,RODONAVES,SP,8,INTERIOR
MAGDA,RODONAVES,SP,8,INTERIOR
NHANDEARA,RODONAVES,SP,7,INTERIOR
NOVA CASTILHO,RODONAVES,SP,11,INTERIOR
NOVA LUZITANIA,RODONAVES,SP,11,INTERIOR
PARISI,RODONAVES,SP,11,INTERIOR
PONTES GESTAL,RODONAVES,SP,11,INTERIOR
RIOLANDIA,RODONAVES,SP,11,INTERIOR
SAO JOAO DE IRACEMA,RODONAVES,SP,11,INTERIOR
SIMONSEN,RODONAVES,SP,8,INTERIOR
VALENTIM GENTIL,RODONAVES,SP,6,INTERIOR
VOTUPORANGA,RODONAVES,SP,6,INTERIOR
LOUVEIRA,RODONAVES,SP,6,INTERIOR
VALINHOS,RODONAVES,SP,6,INTERIOR
VINHEDO,RODONAVES,SP,6,INTERIOR
AGUA CLARA,RODONAVES,MS,10,INTERIOR
ALCINOPOLIS,RODONAVES,MS,10,INTERIOR
AMAMBAI,RODONAVES,MS,11,INTERIOR
ANASTACIO,RODONAVES,MS,10,INTERIOR
ANAURILANDIA,RODONAVES,MS,14,INTERIOR
ANTONIO JOAO,RODONAVES,MS,13,INTERIOR
AQUIDAUANA,RODONAVES,MS,11,INTERIOR
ARAL MOREIRA,RODONAVES,MS,12,INTERIOR
BANDEIRANTES,RODONAVES,MS,9,INTERIOR
BATAGUASSU,RODONAVES,MS,12,INTERIOR
BATAYPORA,RODONAVES,MS,15,INTERIOR
BELA VISTA,RODONAVES,MS,9,INTERIOR
BODOQUENA,RODONAVES,MS,14,INTERIOR
BONITO,RODONAVES,MS,10,INTERIOR
CAMAPUA,RODONAVES,MS,11,INTERIOR
CAMPO GRANDE,RODONAVES,MS,9,CAPITAL
CARACOL,RODONAVES,MS,10,INTERIOR
CORGUINHO,RODONAVES,MS,10,INTERIOR
CORONEL SAPUCAIA,RODONAVES,MS,12,INTERIOR
CORUMBA,RODONAVES,MS,10,INTERIOR
COXIM,RODONAVES,MS,11,INTERIOR
DOIS IRMAOS DO BURITI,RODONAVES,MS,9,INTERIOR
ELDORADO,RODONAVES,MS,12,INTERIOR
FIGUEIRAO,RODONAVES,MS,10,INTERIOR
GUIA LOPES DA LAGUNA,RODONAVES,MS,10,INTERIOR
IGUATEMI,RODONAVES,MS,12,INTERIOR
ITAQUIRAI,RODONAVES,MS,12,INTERIOR
JAPORA,RODONAVES,MS,14,INTERIOR
JARAGUARI,RODONAVES,MS,9,INTERIOR
JARDIM,RODONAVES,MS,10,INTERIOR
JUTI,RODONAVES,MS,13,INTERIOR
LADARIO,RODONAVES,MS,12,INTERIOR
MARACAJU,RODONAVES,MS,11,INTERIOR
MIRANDA,RODONAVES,MS,11,INTERIOR
MUNDO NOVO,RODONAVES,MS,12,INTERIOR
NAVIRAI,RODONAVES,MS,12,INTERIOR
NIOAQUE,RODONAVES,MS,9,INTERIOR
NOVA ALVORADA DO SUL,RODONAVES,MS,10,INTERIOR
NOVA ANDRADINA,RODONAVES,MS,10,INTERIOR
PARANHOS,RODONAVES,MS,15,INTERIOR
PEDRO GOMES,RODONAVES,MS,9,INTERIOR
PONTA PORA,RODONAVES,MS,12,INTERIOR
PORTO MURTINHO,RODONAVES,MS,10,INTERIOR
RIBAS DO RIO PARDO,RODONAVES,MS,11,INTERIOR
RIO BRILHANTE,RODONAVES,MS,11,INTERIOR
RIO NEGRO,RODONAVES,MS,10,INTERIOR
RIO VERDE DE MATO GROSSO,RODONAVES,MS,11,INTERIOR
ROCHEDO,RODONAVES,MS,10,INTERIOR
SANGA PUITA,RODONAVES,MS,13,INTERIOR
SANTA RITA DO PARDO,RODONAVES,MS,12,INTERIOR
SAO GABRIEL DO OESTE,RODONAVES,MS,11,INTERIOR
SETE QUEDAS,RODONAVES,MS,12,INTERIOR
SIDROLANDIA,RODONAVES,MS,11,INTERIOR
SONORA,RODONAVES,MS,12,INTERIOR
TACURU,RODONAVES,MS,11,INTERIOR
TAQUARUSSU,RODONAVES,MS,15,INTERIOR
TERENOS,RODONAVES,MS,9,INTERIOR
ACORIZAL,RODONAVES,MT,12,INTERIOR
AGUA BOA,RODONAVES,MT,11,INTERIOR
ALTA FLORESTA,RODONAVES,MT,12,INTERIOR
ALTO ARAGUAIA,RODONAVES,MT,11,INTERIOR
ALTO BOA VISTA,RODONAVES,MT,13,INTERIOR
ALTO COITE,RODONAVES,MT,16,INTERIOR
ALTO GARCAS,RODONAVES,MT,11,INTERIOR
ALTO PARAGUAI,RODONAVES,MT,12,INTERIOR
ALTO TAQUARI,RODONAVES,MT,11,INTERIOR
APIACAS,RODONAVES,MT,15,INTERIOR
ARAGUAIANA,RODONAVES,MT,16,INTERIOR
ARAGUAINHA,RODONAVES,MT,16,INTERIOR
ARAPUTANGA,RODONAVES,MT,11,INTERIOR
ARENAPOLIS,RODONAVES,MT,12,INTERIOR
ARIPUANA,RODONAVES,MT,13,INTERIOR
BARAO DE MELGACO,RODONAVES,MT,16,INTERIOR
BARRA DO BUGRES,RODONAVES,MT,11,INTERIOR
BARRA DO GARCAS,RODONAVES,MT,11,INTERIOR
BOM JESUS DO ARAGUAIA,RODONAVES,MT,16,INTERIOR
BRASNORTE,RODONAVES,MT,11,INTERIOR
CACERES,RODONAVES,MT,11,INTERIOR
CAMPINAPOLIS,RODONAVES,MT,16,INTERIOR
CAMPO NOVO DO PARECIS,RODONAVES,MT,11,INTERIOR
CAMPO VERDE,RODONAVES,MT,11,INTERIOR
CAMPOS DE JULIO,RODONAVES,MT,13,INTERIOR
CANABRAVA DO NORTE,RODONAVES,MT,14,INTERIOR
CANARANA,RODONAVES,MT,11,INTERIOR
CARLINDA,RODONAVES,MT,14,INTERIOR
CASTANHEIRA,RODONAVES,MT,13,INTERIOR
CHAPADA DOS GUIMARAES,RODONAVES,MT,11,INTERIOR
COCALINHO,RODONAVES,MT,18,INTERIOR
COLIDER,RODONAVES,MT,11,INTERIOR
COLNIZA,RODONAVES,MT,16,INTERIOR
COMODORO,RODONAVES,MT,11,INTERIOR
CONFRESA,RODONAVES,MT,13,INTERIOR
CONQUISTA D'OESTE,RODONAVES,MT,18,INTERIOR
COTRIGUACU,RODONAVES,MT,16,INTERIOR
CUIABA,RODONAVES,MT,10,CAPITAL
CURVELANDIA,RODONAVES,MT,16,INTERIOR
DENISE,RODONAVES,MT,12,INTERIOR
DIAMANTINO,RODONAVES,MT,11,INTERIOR
DOM AQUINO,RODONAVES,MT,13,INTERIOR
FIGUEIROPOLIS ' OESTE,RODONAVES,MT,18,INTERIOR
GAUCHA DO NORTE,RODONAVES,MT,13,INTERIOR
GENERAL CARNEIRO,RODONAVES,MT,16,INTERIOR
GLORIA D'OESTE,RODONAVES,MT,18,INTERIOR
GUARANTA DO NORTE,RODONAVES,MT,12,INTERIOR
INDIANAPOLIS,RODONAVES,MT,22,INTERIOR
INDIAVAI,RODONAVES,MT,13,INTERIOR
ITAUBA,RODONAVES,MT,16,INTERIOR
JACIARA,RODONAVES,MT,11,INTERIOR
JANGADA,RODONAVES,MT,16,INTERIOR
JAURU,RODONAVES,MT,13,INTERIOR
JUARA,RODONAVES,MT,11,INTERIOR
JUINA,RODONAVES,MT,11,INTERIOR
JURUENA,RODONAVES,MT,16,INTERIOR
JUSCIMEIRA,RODONAVES,MT,13,INTERIOR
LAMBARI D'OESTE,RODONAVES,MT,16,INTERIOR
LUCIARA,RODONAVES,MT,18,INTERIOR
MATUPA,RODONAVES,MT,12,INTERIOR
MIRASSOL D'OESTE,RODONAVES,MT,12,INTERIOR
NOBRES,RODONAVES,MT,11,INTERIOR
NORTELANDIA,RODONAVES,MT,13,INTERIOR
NOSSA SENHORA DO LIVRAMENTO,RODONAVES,MT,11,INTERIOR
NOVA BANDEIRANTES,RODONAVES,MT,14,INTERIOR
NOVA BRASILANDIA,RODONAVES,MT,15,INTERIOR
NOVA CANAA DO NORTE,RODONAVES,MT,13,INTERIOR
NOVA GUARITA,RODONAVES,MT,15,INTERIOR
NOVA LACERDA,RODONAVES,MT,16,INTERIOR
NOVA MARILANDIA,RODONAVES,MT,13,INTERIOR
NOVA MARINGA,RODONAVES,MT,12,INTERIOR
NOVA MONTE VERDE,RODONAVES,MT,14,INTERIOR
NOVA MUTUM,RODONAVES,MT,11,INTERIOR
NOVA NAZARE,RODONAVES,MT,18,INTERIOR
NOVA OLIMPIA,RODONAVES,MT,12,INTERIOR
NOVA SANTA HELENA,RODONAVES,MT,16,INTERIOR
NOVA XAVANTINA,RODONAVES,MT,11,INTERIOR
NOVO HORIZONTE DO NORTE,RODONAVES,MT,13,INTERIOR
NOVO MUNDO,RODONAVES,MT,16,INTERIOR
NOVO SANTO ANTONIO,RODONAVES,MT,25,INTERIOR
NOVO SAO JOAQUIM,RODONAVES,MT,16,INTERIOR
PARANAITA,RODONAVES,MT,15,INTERIOR
PARANATINGA,RODONAVES,MT,11,INTERIOR
PEIXOTO DE AZEVEDO,RODONAVES,MT,12,INTERIOR
PLANALTO DA SERRA,RODONAVES,MT,15,INTERIOR
POCONE,RODONAVES,MT,11,INTERIOR
PONTAL DO ARAGUAIA,RODONAVES,MT,11,INTERIOR
PONTE BRANCA,RODONAVES,MT,16,INTERIOR
PONTES E LACERDA,RODONAVES,MT,11,INTERIOR
PORTO ALEGRE DO NORTE,RODONAVES,MT,14,INTERIOR
PORTO DOS GAUCHOS,RODONAVES,MT,13,INTERIOR
PORTO ESPERIDIAO,RODONAVES,MT,16,INTERIOR
PORTO ESTRELA,RODONAVES,MT,24,INTERIOR
POXOREU,RODONAVES,MT,16,INTERIOR
PRIMAVERA DO LESTE,RODONAVES,MT,11,INTERIOR
QUERENCIA,RODONAVES,MT,12,INTERIOR
RESERVA DO CABACAL,RODONAVES,MT,16,INTERIOR
RIBEIRAO CASCALHEIRA,RODONAVES,MT,11,INTERIOR
RIBEIRAOZINHO,RODONAVES,MT,16,INTERIOR
RIO BRANCO,RODONAVES,MT,14,INTERIOR
RONDOLANDIA,RODONAVES,MT,15,INTERIOR
ROSARIO OESTE,RODONAVES,MT,11,INTERIOR
SALTO DO CEU,RODONAVES,MT,16,INTERIOR
SANTA CRUZ DO XINGU,RODONAVES,MT,18,INTERIOR
SANTA ELVIRA,RODONAVES,MT,16,INTERIOR
SANTA RITA DO TRIVELATO,RODONAVES,MT,13,INTERIOR
SANTA TEREZINHA,RODONAVES,MT,18,INTERIOR
SANTO AFONSO,RODONAVES,MT,13,INTERIOR
SANTO ANTONIO DO LESTE,RODONAVES,MT,24,INTERIOR
SANTO ANTONIO DO LEVERGER,RODONAVES,MT,15,INTERIOR
SAO FELIX DO ARAGUAIA,RODONAVES,MT,16,INTERIOR
SAO JOSE DO RIO CLARO,RODONAVES,MT,11,INTERIOR
SAO JOSE DO XINGU,RODONAVES,MT,14,INTERIOR
SAO JOSE DOS QUATRO MARCOS,RODONAVES,MT,14,INTERIOR
SAO PEDRO DA CIPA,RODONAVES,MT,13,INTERIOR
SAPEZAL,RODONAVES,MT,11,INTERIOR
SERRA NOVA DOURADA,RODONAVES,MT,17,INTERIOR
TABAPORA,RODONAVES,MT,16,INTERIOR
TANGARA DA SERRA,RODONAVES,MT,11,INTERIOR
TERRA NOVA DO NORTE,RODONAVES,MT,11,INTERIOR
TORIXOREU,RODONAVES,MT,16,INTERIOR
VALE DE SAO DOMINGOS,RODONAVES,MT,25,INTERIOR
VARZEA GRANDE,RODONAVES,MT,10,INTERIOR
VILA BELA DA SANTISSIMA TRINDADE,RODONAVES,MT,18,INTERIOR
VILA RICA,RODONAVES,MT,13,INTERIOR
CLAUDIA,RODONAVES,MT,12,INTERIOR
FELIZ NATAL,RODONAVES,MT,14,INTERIOR
GUIRATINGA,RODONAVES,MT,15,INTERIOR
IPIRANGA DO NORTE,RODONAVES,MT,16,INTERIOR
ITANHANGA,RODONAVES,MT,15,INTERIOR
ITIQUIRA,RODONAVES,MT,13,INTERIOR
LUCAS DO RIO VERDE,RODONAVES,MT,11,INTERIOR
MARCELANDIA,RODONAVES,MT,14,INTERIOR
NOVA UBIRATA,RODONAVES,MT,16,INTERIOR
PEDRA PRETA,RODONAVES,MT,13,INTERIOR
RONDONOPOLIS,RODONAVES,MT,11,INTERIOR
SANTA CARMEM,RODONAVES,MT,14,INTERIOR
SAO JOSE DO POVO,RODONAVES,MT,17,INTERIOR
SINOP,RODONAVES,MT,11,INTERIOR
SORRISO,RODONAVES,MT,11,INTERIOR
TAPURAH,RODONAVES,MT,11,INTERIOR
TESOURO,RODONAVES,MT,17,INTERIOR
UNIAO DO SUL,RODONAVES,MT,14,INTERIOR
VERA,RODONAVES,MT,14,INTERIOR
AMANDINA,RODONAVES,MS,12,INTERIOR
ANGELICA,RODONAVES,MS,15,INTERIOR
CAARAPO,RODONAVES,MS,12,INTERIOR
CULTURAMA,RODONAVES,MS,13,INTERIOR
DEODAPOLIS,RODONAVES,MS,12,INTERIOR
DOURADINA,RODONAVES,MS,12,INTERIOR
DOURADOS,RODONAVES,MS,11,INTERIOR
FATIMA DO SUL,RODONAVES,MS,12,INTERIOR
GLORIA DE DOURADOS,RODONAVES,MS,12,INTERIOR
ITAPORA,RODONAVES,MS,12,INTERIOR
IVINHEMA,RODONAVES,MS,12,INTERIOR
JATEI,RODONAVES,MS,12,INTERIOR
LAGUNA CARAPA,RODONAVES,MS,10,INTERIOR
NOVA AMERICA,RODONAVES,MS,11,INTERIOR
NOVO HORIZONTE DO SUL,RODONAVES,MS,14,INTERIOR
PANAMBI,RODONAVES,MS,11,INTERIOR
VICENTINA,RODONAVES,MS,12,INTERIOR
BANANAL,RODONAVES,SP,10,INTERIOR
ABAETE,RODONAVES,MG,20,INTERIOR
BALDIM,RODONAVES,MG,20,INTERIOR
BIQUINHAS,RODONAVES,MG,20,INTERIOR
BONFIM,RODONAVES,MG,20,INTERIOR
CAMACHO,RODONAVES,MG,20,INTERIOR
CEDRO DO ABAETE,RODONAVES,MG,20,INTERIOR
CLARAVAL,RODONAVES,MG,20,INTERIOR
CONCEICAO DO MATO DENTRO,RODONAVES,MG,20,INTERIOR
CONGONHAS DO NORTE,RODONAVES,MG,20,INTERIOR
CORREGO DANTA,RODONAVES,MG,20,INTERIOR
CRUCILANDIA,RODONAVES,MG,20,INTERIOR
DORES DO INDAIA,RODONAVES,MG,20,INTERIOR
DORESOPOLIS,RODONAVES,MG,20,INTERIOR
ESTRELA DO INDAIA,RODONAVES,MG,20,INTERIOR
FORTALEZA DE MINAS,RODONAVES,MG,20,INTERIOR
FUNILANDIA,RODONAVES,MG,20,INTERIOR
JABOTICATUBAS,RODONAVES,MG,20,INTERIOR
